question,answer,link
"Identify the device used to monitor and record earthquakes, providing crucial data for seismologists and earthquake researchers.",Seismometer,https://en.wikipedia.org/wiki/Seismometer
"Which company is the largest private employer in the United States, with a vast workforce employed in its stores and distribution centers?",Walmart,https://en.wikipedia.org/wiki/Walmart
"Name the band that released the power ballad 'Sweet Child o' Mine,' topping charts worldwide.",Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
What mathematician exclaimed 'Eureka!' upon making a significant discovery in a bath?,Archimedes,https://en.wikipedia.org/wiki/Archimedes
"Identify the movie that showcases the high-flying lifestyle of Jordan Belfort and his brokerage firm, Stratton Oakmont.",The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
"What literary work is known for its intricate world-building, languages, and extensive appendices detailing the history of Middle-earth?",The Lord of the Rings,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings
"Name the Nintendo character that has transitioned from being a villain in early games to a protagonist in later titles, showcasing a more playful side.",Donkey Kong,https://en.wikipedia.org/wiki/Donkey_Kong
Identify the console that faced competition from the Sony PlayStation and the Sega Saturn during the fifth generation of video game consoles.,Nintendo 64,https://en.wikipedia.org/wiki/Nintendo_64
What actor has voiced characters in animated films like 'Cloudy with a Chance of Meatballs' and 'The Smurfs'?,Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris
"Who is the author of the autobiography 'Long Walk to Freedom,'?",Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
Identify the chess prodigy who in 1958 became the youngest-ever Grandmaster at the age of 15.,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
Identify the country that is home to the River Thames.,England,https://en.wikipedia.org/wiki/England
What musician's album 'Bad' produced five consecutive No. 1 singles on the Billboard Hot 100 chart?,Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
"Identify the club that has won La Liga, the top-tier Spanish football league, the second most times.",FC Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona
Identify the group whose debut single 'Welcome to the Jungle' became an anthem of the 1980s rock scene.,Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
Who coined the term 'Satyagraha' to describe his philosophy of nonviolent resistance?,Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
Name the Swedish striker who has a black belt in Taekwondo and is known for his martial arts-inspired goal celebrations.,Zlatan Ibrahimović,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87
Where is the head quarters for the European Space Agency?,Paris,https://en.wikipedia.org/wiki/Paris
Which class of warriors emerged in the Heian period and gained prominence in the following centuries?,Samurai,https://en.wikipedia.org/wiki/Samurai
Which continent is the highest in elevation?,Antarctica,https://en.wikipedia.org/wiki/Antarctica
"Name the business magnate who acquired SolarCity, a solar energy services company, with the vision of creating an integrated sustainable energy solution.",Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
"Which TV show features the recurring gag of Barney Stinson's playbook, a collection of elaborate dating strategies?",How I Met Your Mother,https://en.wikipedia.org/wiki/How_I_Met_Your_Mother
"What browser, famous for its add-ons like Adblock Plus and NoScript, focuses on user security?",Firefox,https://en.wikipedia.org/wiki/Firefox
"Which renowned video game development studio, known for its storytelling and cinematic games, created 'The Last of Us'?",Naughty Dog,https://en.wikipedia.org/wiki/Naughty_Dog
What U.S. leader was a former governor of California from 1967 to 1975 before ascending to the presidency?,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"Identify the game where players control Joel, a smuggler, and Ellie, a teenage girl, as they face various challenges and enemies.",The Last of Us,https://en.wikipedia.org/wiki/The_Last_of_Us
"In which European country will you find the Colosseum, an ancient amphitheater that once hosted gladiator contests and public spectacles?",Italy,https://en.wikipedia.org/wiki/Italy
"Who is known for his contributions to music production and fashion design, with a brand called YEEZY?",Kanye West,https://en.wikipedia.org/wiki/Kanye_West
"What Christopher Nolan-directed movie from 2010 is praised for its innovative storytelling, visual effects, and Hans Zimmer's musical score?",Inception,https://en.wikipedia.org/wiki/Inception
Who won the Baseball World Series in 1935 and 1945?,Detroit Tigers,https://en.wikipedia.org/wiki/Detroit_Tigers
Identify the network that pioneered the concept of subscription-based cable television in the United States.,HBO,https://en.wikipedia.org/wiki/HBO
"Name the player who scored memorable goals, including an overhead kick against Manchester City in the Manchester derby.",Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney
Identify the series in which Walter White partners with former student Jesse Pinkman to produce and sell methamphetamine.,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad
"Identify the entrepreneur, born in 1971, who co-founded Neuralink.",Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
"What programming language is commonly used for tasks ranging from web development (Django, Flask) to data science (Pandas, NumPy) and machine learning (TensorFlow, PyTorch)?",Python (programming language),https://en.wikipedia.org/wiki/Python_(programming_language)
"What critically acclaimed television series, created by Vince Gilligan, follows the transformation of a high school chemistry teacher to a methamphetamine-producing drug lord?",Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad
What is the historic castle on the north bank of the River Thames in central London called?,Tower of London,https://en.wikipedia.org//w/index.php?title=Tower_of_London
"Identify the faith that has had prominent celebrities, including Tom Cruise and John Travolta, among its followers.",Scientology,https://en.wikipedia.org/wiki/Scientology
"Who crossed the Rubicon River in 49 BC, an act that marked the start of the Roman Civil War?",Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar
"Who is known for his philanthropic work and has granted over 650 wishes for the Make-A-Wish Foundation, making him the top individual wish granter?",John Cena,https://en.wikipedia.org/wiki/John_Cena
Which river rises at Booroobin and empties into the Great Sandy Straight?,Mary River,https://en.wikipedia.org//w/index.php?title=Mary_River_(Queensland)
"Name the Vice President who presided over the joint session of Congress on January 6, 2021, to certify the Electoral College results.",Mike Pence,https://en.wikipedia.org/wiki/Mike_Pence
Name the city that was built on the banks of the Tiber River and played a crucial role in the development of Western civilization.,Rome,https://en.wikipedia.org/wiki/Rome
What Austrian city is a gateway to popular ski resorts in the Alps?,Innsbruck,https://en.wikipedia.org/wiki/Innsbruck
"Name the media personality who released a self-titled album in 2006, featuring the single 'Stars Are Blind,' which achieved commercial success.",Paris Hilton,https://en.wikipedia.org/wiki/Paris_Hilton
What comic book company is responsible for creating the superhero team Justice League?,DC Comics,https://en.wikipedia.org/wiki/DC_Comics
Name the iconic peak that was first successfully summited by Sir Edmund Hillary and Tenzing Norgay in 1953 during a British expedition.,Mount Everest,https://en.wikipedia.org/wiki/Mount_Everest
"What video game character is often portrayed as a large, powerful ape with a tie?",Donkey Kong,https://en.wikipedia.org/wiki/Donkey_Kong
What popular hybrid gaming console was released in 2017?,Nintendo Switch,https://en.wikipedia.org/wiki/Nintendo_Switch
Which Country has the largest economy in Africa?,Nigeria,https://en.wikipedia.org/wiki/Nigeria
What is the driest country in sub-Saharan Africa?,Namibia,https://en.wikipedia.org/wiki/Namibia
Which member of The Beatles later formed the band Wings and had a successful solo career?,Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
"Name the host of the reality television show 'American Grit,' where contestants take on military-grade and survival-themed challenges.",John Cena,https://en.wikipedia.org/wiki/John_Cena
Identify the character who first appeared in 'Tales of Suspense #39' published by Marvel Comics in 1963.,Iron Man,https://en.wikipedia.org/wiki/Iron_Man
"Identify the individual who authored the epic poem 'The Cantos,' a major work in 20th-century American literature.",Ezra Pound,https://en.wikipedia.org/wiki/Ezra_Pound
What post-apocalyptic video game was originally released for the PlayStation 3 in 2013 and later remastered for the PlayStation 4?,The Last of Us,https://en.wikipedia.org/wiki/The_Last_of_Us
What legendary Argentine footballer born in 1960 is often considered one of the greatest of all time?,Diego Maradona,https://en.wikipedia.org/wiki/Diego_Maradona
Name the player known for his victory in the 1972 World Chess Championship against Boris Spassky.,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
Which city is known for its iconic yellow taxis and Broadway theaters?,New York City,https://en.wikipedia.org/wiki/New_York_City
What country is home to the leaning tower in Pisa?,Italy,https://en.wikipedia.org/wiki/Italy
Which city is home to Australia's largest and busiest seaport?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
Who is often referred to as the 'Queen of Pop'?,Madonna,https://en.wikipedia.org/wiki/Madonna
"Name the recipient of the 2018 Muhammad Ali Legacy Award, presented by Sports Illustrated for his contributions to sports outside of wrestling.",John Cena,https://en.wikipedia.org/wiki/John_Cena
What sports club is known for its motto 'Més que un club' (More than a club) and its influence beyond football?,FC Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona
"Identify the scientist who, after the war, became the chairman of the General Advisory Committee of the newly formed United States Atomic Energy Commission.",Robert Oppenheimer,https://en.wikipedia.org/wiki/J._Robert_Oppenheimer
Which artist won the Grammy Award for Best Rap Album for 'The College Dropout' in 2005?,Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Which actor's memorable phrase 'Don't call me Shirley' became iconic in the world of comedy films?,Leslie Nielsen,https://en.wikipedia.org/wiki/Leslie_Nielsen
Name the Prime Minister who has been involved in efforts to tackle climate change and hosted COP26 in Glasgow.,Boris Johnson,https://en.wikipedia.org/wiki/Boris_Johnson
"What DC Comics character is a master detective, martial artist, and strategist, using his intellect and skills to combat various villains?",Batman,https://en.wikipedia.org/wiki/Batman
"Identify the corporation that has a suite of software products, including S/4HANA.",SAP,https://en.wikipedia.org/wiki/SAP
What artwork by Leonardo da Vinci is housed in the Denon Wing of the Louvre?,Mona Lisa,https://en.wikipedia.org/wiki/Mona_Lisa
What do the 3 dots shaped like a triangle mean in math?,Therefore sign,https://en.wikipedia.org//w/index.php?title=Therefore_sign
What prophet is revered for his role in delivering God's messages to the Israelites and guiding them through their journey in the wilderness?,Moses,https://en.wikipedia.org/wiki/Moses
